Molecule Name,Total Molweight,Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Rotatable Bonds,Ligand,Binding Affinity,Extracted_ZINC,Is_Correct_Alignment
ZINC49171782,493.674,493.674,-0.0562,-0.325,8,2,402.01,0.19987,68.76,6.0405,none,none,none,none,8,hur_model_ZINC49171782_uff_E=920.97,-7.9,ZINC49171782,True
ZINC15675518,376.414,376.414,0.391,-3.976,6,2,299.05,0.26283,72.04,1.1865,none,none,none,none,4,hur_model_ZINC15675518_uff_E=710.67,-8.5,ZINC15675518,True
ZINC12602648,429.696,429.696,-3.9481,-0.973,6,4,359.26,0.32606,102.8,1.1207,none,none,none,none,7,hur_model_ZINC12602648_uff_E=678.84,-5.5,ZINC12602648,True
ZINC49171790,494.658,494.658,0.3838,-2.758,8,3,403.66,0.23659,85.76,2.9019,none,none,none,none,8,hur_model_ZINC49171790_uff_E=903.13,-8.4,ZINC49171790,True
ZINC49171813,464.632,464.632,1.0599,-2.475,7,2,377.24,0.20568,67.74,4.6368,none,none,none,none,5,hur_model_ZINC49171813_uff_E=904.92,-9.0,ZINC49171813,True
ZINC15675528,456.447,456.447,1.0685,-4.458,7,2,344.42,0.25724,81.27,-4.5925,none,none,none,none,6,hur_model_ZINC15675528_uff_E=734.93,-8.4,ZINC15675528,True
ZINC20503881,487.734,487.734,-0.6407,-1.634,7,3,397.79,0.22414,79.54,5.4225,none,none,none,none,8,hur_model_ZINC20503881_uff_E=805.38,-6.6,ZINC20503881,True
ZINC49171830,425.595,425.595,0.3451,-2.349,6,3,355.47,0.1981,59.73,0.62801,none,none,none,none,8,hur_model_ZINC49171830_uff_E=621.44,-6.8,ZINC49171830,True
ZINC15675530,432.469,432.469,1.4708,-4.743,6,2,330.2,0.23804,72.04,-9.7021,none,none,none,none,5,hur_model_ZINC15675530_uff_E=718.36,-9.1,ZINC15675530,True
ZINC49171866,395.569,395.569,1.0212,-2.066,5,2,329.05,0.15958,41.71,2.4082,none,none,none,none,5,hur_model_ZINC49171866_uff_E=607.96,-7.3,ZINC49171866,True
ZINC20503882,517.76,517.76,-0.7107,-1.652,8,3,420.05,0.23607,88.77,5.4354,none,none,none,none,9,hur_model_ZINC20503882_uff_E=835.31,-7.5,ZINC20503882,True
ZINC49171881,439.622,439.622,0.9287,-1.987,6,2,366.57,0.17053,50.94,2.2896,none,none,none,none,8,hur_model_ZINC49171881_uff_E=670.58,-6.4,ZINC49171881,True
ZINC15675532,469.49,469.49,1.0349,-4.476,7,2,356.98,0.23012,75.28,-3.8102,none,high,none,none,6,hur_model_ZINC15675532_uff_E=763.06,-8.3,ZINC15675532,True
ZINC49171893,480.631,480.631,0.039901,-2.414,8,3,391.4,0.244,85.76,2.5539,none,none,none,none,8,hur_model_ZINC49171893_uff_E=872.98,-7.6,ZINC49171893,True
ZINC20503884,505.724,505.724,-0.5399,-1.948,7,3,404.14,0.22062,79.54,4.0825,none,none,none,none,8,hur_model_ZINC20503884_uff_E=796.58,-7.2,ZINC20503884,True
ZINC49171918,450.605,450.605,0.716,-2.131,7,2,364.98,0.21259,67.74,4.2795,none,none,none,none,5,hur_model_ZINC49171918_uff_E=837.79,-8.1,ZINC49171918,True
ZINC15675542,466.442,466.442,1.6441,-5.623,7,2,346.45,0.2676,85.18,-4.478,none,none,none,none,5,hur_model_ZINC15675542_uff_E=943.38,-9.4,ZINC15675542,True
ZINC49171930,494.658,494.658,0.6235,-2.052,8,2,402.5,0.21761,76.97,4.2099,none,none,none,none,8,hur_model_ZINC49171930_uff_E=902.78,-7.7,ZINC49171930,True
ZINC20503886,389.542,389.542,-3.6932,-1.232,7,3,330.83,0.25451,63.34,3.8524,none,none,none,none,7,hur_model_ZINC20503886_uff_E=685.50,-6.9,ZINC20503886,True
ZINC15675544,402.477,402.477,0.5641,-4.024,7,2,327.22,0.27077,81.27,2.5682,none,none,none,none,5,hur_model_ZINC15675544_uff_E=733.67,-8.8,ZINC15675544,True
ZINC49171942,460.58,460.58,2.2459,-2.749,8,2,361.74,0.23705,89.91,5.9473,none,none,none,none,7,hur_model_ZINC49171942_uff_E=1003.27,-8.1,ZINC49171942,True
ZINC15675546,372.451,372.451,0.6341,-4.006,6,2,304.96,0.25774,72.04,2.491,none,none,none,none,4,hur_model_ZINC15675546_uff_E=708.46,-8.2,ZINC15675546,True
ZINC49171989,438.594,438.594,0.1852,-1.388,7,3,340.08,0.17555,74.36,5.9182,none,none,none,none,9,hur_model_ZINC49171989_uff_E=819.72,-7.2,ZINC49171989,True
ZINC20503888,411.548,411.548,-2.5619,-2.463,7,3,344.26,0.25652,67.25,4.2226,none,none,none,none,6,hur_model_ZINC20503888_uff_E=844.73,-7.0,ZINC20503888,True
ZINC49171992,450.605,450.605,0.3707,-1.392,7,3,335.77,0.16347,76.57,6.3434,none,none,none,none,5,hur_model_ZINC49171992_uff_E=881.36,-7.6,ZINC49171992,True
ZINC20503889,421.587,421.587,-1.7506,-2.781,6,3,354.57,0.20927,54.11,3.9065,none,none,none,none,6,hur_model_ZINC20503889_uff_E=710.43,-7.6,ZINC20503889,True
ZINC49171994,420.579,420.579,0.765,-1.344,6,2,325.94,0.12821,56.34,3.725,none,none,none,none,7,hur_model_ZINC49171994_uff_E=859.10,-7.4,ZINC49171994,True
ZINC15675554,415.519,415.519,0.5305,-4.042,7,2,339.78,0.24177,75.28,3.3449,none,high,none,none,5,hur_model_ZINC15675554_uff_E=784.27,-8.6,ZINC15675554,True
ZINC20503891,489.584,489.584,-0.9023,-3.559,6,3,384.03,0.19321,54.11,-3.2835,none,none,none,none,7,hur_model_ZINC20503891_uff_E=728.89,-8.5,ZINC20503891,True
ZINC49171997,434.606,434.606,1.2228,-1.791,6,2,330.68,0.12638,56.34,4.2413,none,none,none,none,5,hur_model_ZINC49171997_uff_E=866.60,-7.6,ZINC49171997,True
ZINC20503892,465.596,465.596,-1.6392,-3.492,8,3,374.83,0.25131,72.57,3.8163,none,none,none,none,6,hur_model_ZINC20503892_uff_E=872.00,-8.0,ZINC20503892,True
ZINC15675556,390.441,390.441,0.7349,-4.32,6,2,311.31,0.25248,72.04,1.151,none,none,none,none,4,hur_model_ZINC15675556_uff_E=713.84,-8.8,ZINC15675556,True
ZINC49172000,420.579,420.579,0.8808,-1.521,6,2,316.92,0.13186,56.34,6.2339,none,none,none,none,5,hur_model_ZINC49172000_uff_E=946.11,-7.8,ZINC49172000,True
ZINC20503893,464.656,464.656,-1.8542,-2.817,7,3,389.39,0.19967,57.35,4.669,none,high,none,none,7,hur_model_ZINC20503893_uff_E=735.11,-7.8,ZINC20503893,True
ZINC12602693,395.57,395.57,-3.3144,-2.083,7,3,317.9,0.28229,79.56,6.4249,none,none,none,none,5,hur_model_ZINC12602693_uff_E=1087.23,-6.8,ZINC12602693,True
ZINC49172003,367.471,367.471,-2.4675,-1.205,6,2,268.89,0.18149,80.74,3.6682,none,none,none,none,5,hur_model_ZINC49172003_uff_E=812.35,-7.0,ZINC49172003,True
ZINC15675562,389.438,389.438,-0.6897,-2.577,8,2,313.72,0.31738,94.16,2.5975,none,none,none,none,5,hur_model_ZINC15675562_uff_E=721.45,-7.7,ZINC15675562,True
ZINC20503896,471.668,471.668,-1.7201,-2.673,7,3,377.66,0.23762,79.56,-0.65131,none,none,none,none,6,hur_model_ZINC20503896_uff_E=1033.04,-8.1,ZINC20503896,True
ZINC19790613,240.238,240.238,-0.2763,-2.607,7,1,191.49,0.44305,103.18,-4.3332,none,none,none,high,7,hur_model_ZINC19790613_uff_E=92.36,-5.5,ZINC19790613,True
ZINC49172021,381.542,381.542,1.0387,-2.698,5,3,317.16,0.18801,52.57,2.3111,none,none,none,none,5,hur_model_ZINC49172021_uff_E=603.00,-6.5,ZINC49172021,True
ZINC20503897,463.669,463.669,-2.0749,-2.246,7,3,361.34,0.3047,107.8,5.9503,none,none,none,none,6,hur_model_ZINC20503897_uff_E=1249.30,-7.6,ZINC20503897,True
ZINC35446542,321.423,321.423,3.5809,-2.906,4,1,254.81,0.15113,41.15,3.4445,none,none,none,none,4,hur_model_ZINC35446542_uff_E=572.47,-7.5,ZINC35446542,True
ZINC15675564,359.412,359.412,-0.6197,-2.559,7,2,291.46,0.30731,84.93,2.5265,none,none,none,none,4,hur_model_ZINC15675564_uff_E=706.07,-8.2,ZINC15675564,True
ZINC20503898,457.641,457.641,-2.064,-2.329,7,3,365.4,0.24559,79.56,-1.5593,none,none,none,none,6,hur_model_ZINC20503898_uff_E=1031.36,-7.6,ZINC20503898,True
ZINC15675566,365.46,365.46,-0.2874,-2.862,7,2,299.5,0.29907,84.93,-2.5121,none,none,none,none,4,hur_model_ZINC15675566_uff_E=711.36,-8.4,ZINC15675566,True
ZINC35446552,334.465,334.465,3.5473,-2.924,4,1,267.37,0.11991,35.16,4.3345,none,high,none,none,4,hur_model_ZINC35446552_uff_E=588.36,-7.6,ZINC35446552,True
ZINC20503899,487.667,487.667,-2.134,-2.347,8,3,387.66,0.25729,88.79,5.9763,none,none,none,none,7,hur_model_ZINC20503899_uff_E=1097.39,-7.4,ZINC20503899,True
ZINC20503900,492.086,492.086,-1.458,-3.065,7,3,380.82,0.23565,79.56,6.598,none,none,none,none,6,hur_model_ZINC20503900_uff_E=1030.91,-8.1,ZINC20503900,True
ZINC15675568,377.402,377.402,-0.5189,-2.873,7,2,297.81,0.30076,84.93,1.1865,none,none,none,none,4,hur_model_ZINC15675568_uff_E=699.88,-8.2,ZINC15675568,True
ZINC35446570,297.425,297.425,3.5175,-2.898,3,1,228.49,0.21388,60.16,5.4868,none,none,none,none,3,hur_model_ZINC35446570_uff_E=704.19,-6.7,ZINC35446570,True
ZINC08652736,211.268,211.268,-2.4993,-0.832,5,3,147.86,0.47369,94.36,4.4467,none,none,none,none,2,hur_model_ZINC08652736_uff_E=442.91,-5.3,ZINC08652736,True
ZINC20503901,402.585,402.585,-2.6998,-2.468,7,4,343.29,0.24953,66.14,4.9483,none,none,none,none,6,hur_model_ZINC20503901_uff_E=672.49,-7.1,ZINC20503901,True
ZINC15675572,472.446,472.446,1.3192,-4.703,8,2,354.42,0.2782,90.5,-5.3989,none,none,none,none,7,hur_model_ZINC15675572_uff_E=753.39,-8.8,ZINC15675572,True
ZINC08652737,211.268,211.268,-2.4993,-0.832,5,3,147.86,0.47369,94.36,4.4467,none,none,none,none,2,hur_model_ZINC08652737_uff_E=437.91,-4.9,ZINC08652737,True
ZINC35446591,329.805,329.805,4.0138,-3.594,3,1,242.06,0.11778,31.92,2.3366,none,none,none,none,3,hur_model_ZINC35446591_uff_E=614.73,-7.3,ZINC35446591,True
ZINC20503902,442.63,442.63,-1.9723,-3.197,7,4,361.97,0.2929,94.38,4.6719,none,none,none,none,6,hur_model_ZINC20503902_uff_E=909.76,-7.0,ZINC20503902,True
ZINC35446616,309.387,309.387,3.7517,-3.202,3,1,238.9,0.11934,31.92,2.2209,none,none,none,none,3,hur_model_ZINC35446616_uff_E=587.41,-7.4,ZINC35446616,True
ZINC20503903,436.602,436.602,-1.7567,-3.297,7,4,366.03,0.23402,66.14,3.6262,none,none,none,none,6,hur_model_ZINC20503903_uff_E=748.78,-7.3,ZINC20503903,True
ZINC35446671,388.368,388.368,1.5644,-3.335,5,1,275.03,0.203,72.05,-3.5347,none,none,none,none,5,hur_model_ZINC35446671_uff_E=628.52,-8.2,ZINC35446671,True
ZINC15675574,442.42,442.42,1.3892,-4.685,7,2,332.16,0.26674,81.27,-5.4749,none,none,none,none,6,hur_model_ZINC15675574_uff_E=728.90,-8.1,ZINC15675574,True
ZINC35446693,375.393,375.393,4.0853,-3.34,4,1,272.01,0.14158,41.15,-3.6768,none,none,none,none,5,hur_model_ZINC35446693_uff_E=638.86,-7.6,ZINC35446693,True
ZINC20503905,461.612,461.612,-1.9211,-4.07,8,4,387.74,0.25589,89.93,-0.6538,none,none,none,none,6,hur_model_ZINC20503905_uff_E=1136.78,-7.8,ZINC20503905,True
ZINC35446699,346.355,346.355,3.2084,-2.551,4,1,248.51,0.15887,44.81,-3.5296,none,none,none,none,4,hur_model_ZINC35446699_uff_E=604.18,-7.8,ZINC35446699,True
ZINC35446711,351.395,351.395,3.9397,-3.222,3,1,245.69,0.19891,60.16,-3.1641,none,none,none,none,4,hur_model_ZINC35446711_uff_E=718.04,-6.7,ZINC35446711,True
ZINC15675577,448.467,448.467,1.7215,-4.988,7,2,340.2,0.26044,81.27,-10.511,none,none,none,none,6,hur_model_ZINC15675577_uff_E=739.30,-8.1,ZINC15675577,True
ZINC35446713,359.394,359.394,4.4992,-3.666,3,1,262.01,0.10881,31.92,-3.6291,none,none,none,none,4,hur_model_ZINC35446713_uff_E=619.52,-7.8,ZINC35446713,True
ZINC20503906,478.639,478.639,-1.8855,-3.981,8,4,396.04,0.24922,83.21,3.5455,high,low,none,none,7,hur_model_ZINC20503906_uff_E=789.06,-7.4,ZINC20503906,True
ZINC35446730,337.422,337.422,3.167,-2.58,5,1,264.81,0.18319,50.38,3.5132,none,none,none,none,5,hur_model_ZINC35446730_uff_E=653.49,-6.9,ZINC35446730,True
ZINC20503908,482.695,482.695,-1.2795,-4.145,7,4,395.78,0.26062,91.44,3.7745,none,none,none,none,7,hur_model_ZINC20503908_uff_E=814.74,-7.0,ZINC20503908,True
ZINC02475716,184.179,184.179,-1.4365,-1.507,6,2,134.35,0.6815,119.65,1.0159,none,none,none,none,2,hur_model_ZINC02475716_uff_E=90.47,-4.6,ZINC02475716,True
ZINC35446738,341.841,341.841,3.843,-3.298,4,1,257.97,0.14928,41.15,3.5505,none,none,none,none,4,hur_model_ZINC35446738_uff_E=567.76,-6.9,ZINC35446738,True
ZINC15675586,448.448,448.448,1.2558,-4.695,7,2,328.1,0.33209,109.51,-3.698,none,none,none,none,6,hur_model_ZINC15675586_uff_E=892.65,-8.3,ZINC15675586,True
ZINC20503910,434.651,434.651,-3.1612,-1.795,7,4,371.01,0.29816,90.39,2.7088,none,none,none,none,8,hur_model_ZINC20503910_uff_E=712.49,-6.5,ZINC20503910,True
ZINC35446754,343.376,343.376,3.4386,-3.19,4,1,255.25,0.15087,41.15,2.1732,none,none,none,none,4,hur_model_ZINC35446754_uff_E=612.05,-7.2,ZINC35446754,True
ZINC15675588,456.447,456.447,1.7331,-5.029,7,2,344.42,0.25724,81.27,-5.5065,none,none,none,none,6,hur_model_ZINC15675588_uff_E=733.75,-9.1,ZINC15675588,True
ZINC20503911,456.657,456.657,-2.4619,-2.879,7,4,384.44,0.29843,94.3,2.8078,none,none,none,none,7,hur_model_ZINC20503911_uff_E=872.83,-7.3,ZINC20503911,True
ZINC20503912,490.738,490.738,-5.3777,-1.364,8,5,399.62,0.25825,94.88,3.0067,none,none,none,none,8,hur_model_ZINC20503912_uff_E=783.82,-6.8,ZINC20503912,True
ZINC15675594,422.895,422.895,0.8262,-4.416,7,2,330.38,0.26818,81.27,2.665,none,none,none,none,5,hur_model_ZINC15675594_uff_E=719.76,-8.2,ZINC15675594,True
ZINC35442235,434.862,434.862,0.415,-4.411,8,1,319.36,0.2877,110.97,4.8941,none,none,none,none,5,hur_model_ZINC35442235_uff_E=716.58,-8.8,ZINC35442235,True
ZINC35446818,391.392,391.392,4.336,-3.585,5,1,282.01,0.17202,50.38,-4.5195,none,none,none,none,6,hur_model_ZINC35446818_uff_E=629.13,-7.5,ZINC35446818,True
ZINC15675596,392.869,392.869,0.8962,-4.398,6,2,308.12,0.2551,72.04,2.5912,none,none,none,none,4,hur_model_ZINC15675596_uff_E=705.79,-8.3,ZINC15675596,True
ZINC15675598,398.917,398.917,1.2285,-4.701,6,2,316.16,0.24861,72.04,-2.4471,none,none,none,none,4,hur_model_ZINC15675598_uff_E=714.64,-8.1,ZINC15675598,True
ZINC35446867,371.385,371.385,1.8812,-4.095,4,2,285.5,0.19653,56.91,-11.507,none,none,none,none,4,hur_model_ZINC35446867_uff_E=701.22,-8.3,ZINC35446867,True
ZINC15675604,398.897,398.897,0.7628,-4.408,6,2,304.06,0.32546,100.28,4.3588,none,none,none,none,4,hur_model_ZINC15675604_uff_E=880.03,-7.5,ZINC15675604,True
ZINC20503915,452.669,452.669,-1.36,-3.381,6,4,380.99,0.2641,81.16,2.6782,none,none,none,none,6,hur_model_ZINC20503915_uff_E=777.52,-7.1,ZINC20503915,True
ZINC20503916,518.732,518.732,-2.1912,-3.116,8,4,428.71,0.27632,98.98,5.2505,high,high,none,none,7,hur_model_ZINC20503916_uff_E=1034.09,-6.4,ZINC20503916,True
ZINC15675612,400.504,400.504,1.5186,-4.388,6,2,332.48,0.23641,72.04,1.441,none,none,none,none,6,hur_model_ZINC15675612_uff_E=779.65,-8.6,ZINC15675612,True
ZINC20503918,489.711,489.711,-1.8344,-0.901,9,3,395.31,0.28105,105.32,5.4225,none,none,none,none,8,hur_model_ZINC20503918_uff_E=742.71,-6.1,ZINC20503918,True
ZINC15675614,402.477,402.477,0.5641,-4.024,7,2,327.22,0.27077,81.27,2.5682,none,none,none,none,5,hur_model_ZINC15675614_uff_E=753.84,-8.8,ZINC15675614,True
ZINC20503922,440.674,440.674,-1.5974,-0.905,7,3,362.49,0.26376,85.53,3.6454,none,none,none,none,9,hur_model_ZINC20503922_uff_E=834.99,-5.7,ZINC20503922,True
ZINC15675618,296.353,296.353,-0.784,-2.683,6,2,243.7,0.32253,72.04,2.486,none,none,none,none,2,hur_model_ZINC15675618_uff_E=646.66,-7.8,ZINC15675618,True
ZINC20503944,395.614,395.614,-4.2968,-0.844,6,4,350.06,0.28467,77.5,2.24,none,none,none,none,8,hur_model_ZINC20503944_uff_E=652.26,-5.0,ZINC20503944,True
ZINC15675620,373.439,373.439,-0.3668,-3.211,7,2,303.72,0.29491,84.93,2.491,none,none,none,none,4,hur_model_ZINC15675620_uff_E=707.25,-8.1,ZINC15675620,True
ZINC15672675,454.592,454.592,-1.6559,-3.611,7,4,372.38,0.23003,66.14,2.2862,none,none,none,none,6,hur_model_ZINC15672675_uff_E=750.98,-7.6,ZINC15672675,True
ZINC15675626,389.438,389.438,-0.7807,-2.885,8,2,313.72,0.31738,94.16,2.5975,none,none,none,none,5,hur_model_ZINC15675626_uff_E=725.25,-8.0,ZINC15675626,True
ZINC35442236,394.41,394.41,-0.6067,-3.25,9,1,301.71,0.34775,128.04,-0.1635,none,none,none,none,6,hur_model_ZINC35442236_uff_E=684.22,-6.8,ZINC35442236,True
ZINC15675628,359.412,359.412,-0.7107,-2.867,7,2,291.46,0.30731,84.93,2.5265,none,none,none,none,4,hur_model_ZINC15675628_uff_E=705.61,-8.0,ZINC15675628,True
ZINC15675634,365.46,365.46,-0.3784,-3.17,7,2,299.5,0.29907,84.93,-2.5121,none,none,none,none,4,hur_model_ZINC15675634_uff_E=714.27,-8.2,ZINC15675634,True
ZINC35442237,450.352,450.352,-0.306,-3.659,10,1,315.15,0.36465,137.27,-3.7928,none,none,none,none,7,hur_model_ZINC35442237_uff_E=706.41,-8.4,ZINC35442237,True
ZINC15675636,402.481,402.481,-0.8143,-2.903,8,2,326.28,0.2854,88.17,3.3798,none,high,none,none,5,hur_model_ZINC15675636_uff_E=759.45,-7.7,ZINC15675636,True
ZINC35442239,416.416,416.416,-0.2106,-4.242,9,1,310.29,0.33814,128.04,4.2036,none,none,none,none,5,hur_model_ZINC35442239_uff_E=727.21,-7.9,ZINC35442239,True
ZINC15675640,379.399,379.399,-2.0653,-2.457,9,3,301.26,0.38764,118.3,3.4571,none,none,none,none,5,hur_model_ZINC15675640_uff_E=875.91,-7.6,ZINC15675640,True
ZINC35442240,380.383,380.383,-1.3426,-1.486,9,1,289.45,0.36248,128.04,4.2036,none,none,none,none,6,hur_model_ZINC35442240_uff_E=695.19,-7.4,ZINC35442240,True
ZINC15675642,365.44,365.44,-0.8441,-2.877,7,2,287.4,0.3825,113.17,4.3022,none,none,none,none,4,hur_model_ZINC15675642_uff_E=866.39,-7.6,ZINC15675642,True
ZINC35442242,374.42,374.42,-0.733,-1.253,9,1,287.88,0.36446,128.04,3.945,none,none,none,none,6,hur_model_ZINC35442242_uff_E=701.67,-7.0,ZINC35442242,True
ZINC35442243,369.4,369.4,-2.2887,-1.228,8,1,276.8,0.29776,101.59,5.4097,none,none,none,none,4,hur_model_ZINC35442243_uff_E=580.03,-7.4,ZINC35442243,True
ZINC15675652,414.531,414.531,1.8169,-5.571,6,2,335.34,0.23439,72.04,-2.5121,none,none,none,none,4,hur_model_ZINC15675652_uff_E=762.54,-9.2,ZINC15675652,True
ZINC12530186,366.42,366.42,0.8078,-2.398,7,1,275.81,0.25093,74.6,5.4553,none,none,none,none,3,hur_model_ZINC12530186_uff_E=799.58,-7.9,ZINC12530186,True
ZINC15676256,374.486,374.486,2.0952,-2.815,5,1,298.02,0.15133,52.23,7.3702,none,none,none,none,5,hur_model_ZINC15676256_uff_E=560.17,-7.4,ZINC15676256,True
ZINC15675666,402.477,402.477,0.2826,-2.53,7,2,328.72,0.26953,81.27,2.5975,none,none,none,none,6,hur_model_ZINC15675666_uff_E=730.03,-8.6,ZINC15675666,True
ZINC15675668,378.498,378.498,0.6849,-2.815,6,2,314.5,0.24992,72.04,-2.5121,none,none,none,none,5,hur_model_ZINC15675668_uff_E=699.62,-8.4,ZINC15675668,True
ZINC15676262,444.456,444.456,2.8503,-3.494,6,1,325.22,0.16942,61.46,-0.63345,none,none,none,none,7,hur_model_ZINC15676262_uff_E=570.43,-8.3,ZINC15676262,True
ZINC01087823,372.412,372.412,-1.7014,-2.201,11,2,261.29,0.35126,127.62,1.4425,none,none,none,high,3,hur_model_ZINC01087823_uff_E=548.43,-7.6,ZINC01087823,True
ZINC20504022,437.583,437.583,-2.735,-0.533,9,3,357.96,0.27506,97.88,4.4748,none,none,none,none,9,hur_model_ZINC20504022_uff_E=593.05,-6.8,ZINC20504022,True
ZINC15675672,390.441,390.441,0.4534,-2.826,6,2,312.81,0.25127,72.04,1.1865,none,none,none,none,5,hur_model_ZINC15675672_uff_E=710.28,-8.0,ZINC15675672,True
ZINC15675676,400.504,400.504,1.2371,-2.894,6,2,333.98,0.23534,72.04,1.4765,none,none,none,none,7,hur_model_ZINC15675676_uff_E=755.72,-8.5,ZINC15675676,True
ZINC15673782,483.655,483.655,-0.6408,-1.573,8,2,392.8,0.20507,79.86,4.2996,none,none,none,none,8,hur_model_ZINC15673782_uff_E=626.10,-8.0,ZINC15673782,True
ZINC19789789,432.465,432.465,1.2652,-2.94,5,3,324.74,0.17956,61.03,-5.3872,none,high,none,none,6,hur_model_ZINC19789789_uff_E=373.41,-8.0,ZINC19789789,True
ZINC15676288,378.474,378.474,2.128,-4.267,6,2,293.23,0.2289,74.16,1.4882,none,none,none,none,4,hur_model_ZINC15676288_uff_E=715.02,-8.9,ZINC15676288,True
ZINC19789787,432.465,432.465,1.2652,-2.94,5,3,324.74,0.17956,61.03,-5.3872,none,high,none,none,6,hur_model_ZINC19789787_uff_E=350.54,-7.8,ZINC19789787,True
ZINC15675684,418.476,418.476,0.1502,-3.698,8,2,337.22,0.29239,90.5,2.5975,none,none,none,none,6,hur_model_ZINC15675684_uff_E=748.45,-8.2,ZINC15675684,True
ZINC15675686,388.45,388.45,0.2202,-3.68,7,2,314.96,0.28131,81.27,2.5975,none,none,none,none,5,hur_model_ZINC15675686_uff_E=739.42,-7.7,ZINC15675686,True
ZINC12482385,469.608,469.608,0.8965,-1.825,9,1,363.76,0.213,91.55,7.1017,none,none,none,none,7,hur_model_ZINC12482385_uff_E=667.38,-7.1,ZINC12482385,True
ZINC01087876,482.559,482.559,1.044,-3.999,8,2,344.98,0.23781,114.09,2.7235,none,none,none,none,8,hur_model_ZINC01087876_uff_E=612.81,-6.6,ZINC01087876,True
ZINC08925938,514.565,514.565,-0.5611,-3.824,12,2,354.89,0.33608,162.15,1.3696,none,none,none,high,6,hur_model_ZINC08925938_uff_E=684.05,-7.8,ZINC08925938,True
ZINC15675693,431.518,431.518,0.1166,-3.716,8,2,349.78,0.26345,84.51,3.4427,none,high,none,none,6,hur_model_ZINC15675693_uff_E=779.65,-8.1,ZINC15675693,True
ZINC08925939,459.572,459.572,2.5349,-4.773,8,1,314.39,0.17529,75.29,5.1633,none,none,none,none,3,hur_model_ZINC08925939_uff_E=659.09,-8.2,ZINC08925939,True
ZINC08925940,510.601,510.601,-0.318,-3.854,12,2,360.8,0.33057,162.15,2.6895,none,none,none,high,6,hur_model_ZINC08925940_uff_E=690.91,-8.5,ZINC08925940,True
ZINC15676340,444.577,444.577,3.1074,-3.417,6,1,349.8,0.15752,61.46,6.2256,none,none,none,none,6,hur_model_ZINC15676340_uff_E=622.72,-8.3,ZINC15676340,True
ZINC15675695,406.44,406.44,0.321,-3.994,7,2,321.31,0.27575,81.27,1.2575,none,none,none,none,5,hur_model_ZINC15675695_uff_E=719.76,-8.1,ZINC15675695,True
ZINC12603069,434.558,434.558,0.7449,-3.344,6,3,347.06,0.21921,67.79,-0.43839,none,none,none,none,7,hur_model_ZINC12603069_uff_E=617.02,-8.1,ZINC12603069,True
ZINC15676343,448.996,448.996,3.7834,-4.135,5,1,342.96,0.1315,52.23,6.284,none,none,none,none,5,hur_model_ZINC15676343_uff_E=608.63,-9.1,ZINC15676343,True
ZINC00720448,499.014,499.014,1.5492,-4.421,8,2,354.05,0.23172,114.09,4.1196,none,none,none,none,8,hur_model_ZINC00720448_uff_E=604.13,-6.1,ZINC00720448,True
ZINC15675701,402.477,402.477,0.5641,-4.024,7,2,327.22,0.27077,81.27,2.5682,none,none,none,none,5,hur_model_ZINC15675701_uff_E=726.05,-7.6,ZINC15675701,True
ZINC12603068,434.558,434.558,0.7449,-3.344,6,3,347.06,0.21921,67.79,-0.43839,none,none,none,none,7,hur_model_ZINC12603068_uff_E=626.21,-8.1,ZINC12603068,True
ZINC15675706,445.502,445.502,-0.0761,-4.022,9,3,356.43,0.31731,110.37,3.5477,none,none,none,none,6,hur_model_ZINC15675706_uff_E=784.77,-8.4,ZINC15675706,True
ZINC15676349,428.578,428.578,3.5213,-3.743,5,1,339.8,0.13273,52.23,6.2012,none,none,none,none,5,hur_model_ZINC15676349_uff_E=599.37,-7.9,ZINC15676349,True
ZINC12603088,445.561,445.561,3.1826,-3.128,6,1,333.62,0.16225,57.8,0.81468,none,none,none,high,4,hur_model_ZINC12603088_uff_E=662.39,-8.8,ZINC12603088,True
ZINC15675710,354.433,354.433,-0.3463,-1.69,7,2,292.22,0.3032,81.27,2.5948,none,none,none,none,5,hur_model_ZINC15675710_uff_E=691.65,-7.3,ZINC15675710,True
ZINC20504039,470.595,470.595,0.8998,-3.697,7,4,372.89,0.24415,87.24,0.2476,none,none,none,none,7,hur_model_ZINC20504039_uff_E=816.85,-7.9,ZINC20504039,True
ZINC15676357,498.547,498.547,4.2764,-4.422,6,1,367.0,0.15014,61.46,-1.8085,none,none,none,none,7,hur_model_ZINC15676357_uff_E=649.18,-9.1,ZINC15676357,True
ZINC15676359,492.642,492.642,2.1794,-3.816,7,1,368.38,0.20001,94.75,7.8295,none,none,none,none,6,hur_model_ZINC15676359_uff_E=991.57,-8.6,ZINC15676359,True
ZINC20504041,470.595,470.595,0.8998,-3.697,7,4,372.89,0.24415,87.24,0.2476,none,none,none,none,7,hur_model_ZINC20504041_uff_E=805.21,-8.8,ZINC20504041,True
ZINC35442244,449.462,449.462,-2.5251,-2.259,9,1,325.65,0.25739,115.04,1.9801,none,none,none,none,7,hur_model_ZINC35442244_uff_E=703.27,-7.9,ZINC35442244,True
ZINC35442245,443.498,443.498,-2.583,-1.698,9,1,328.34,0.25528,115.04,0.64229,none,none,none,none,9,hur_model_ZINC35442245_uff_E=629.29,-7.9,ZINC35442245,True
