Ligand,Binding Affinity
hur_model_ZINC15676357_uff_E=634.22,-8.1
hur_model_ZINC15676357_uff_E=634.22,-8.1
hur_model_ZINC08857096_uff_E=630.58,-8.1
hur_model_ZINC08857096_uff_E=630.58,-8.1
hur_model_ZINC08857096_uff_E=630.58,-8.1
hur_model_ZINC15676361_uff_E=530.76,-8.1
hur_model_ZINC15676174_uff_E=694.10,-8.1
hur_model_ZINC20464841_uff_E=671.63,-8.1
hur_model_ZINC15676391_uff_E=739.73,-8.1
hur_model_ZINC67879604_uff_E=733.38,-8.1
hur_model_ZINC35425337_uff_E=709.74,-8.1
hur_model_ZINC15676436_uff_E=999.74,-8.1
hur_model_ZINC15676436_uff_E=999.74,-8.1
hur_model_ZINC35425367_uff_E=1063.34,-8.1
hur_model_ZINC67879653_uff_E=698.11,-8.1
hur_model_ZINC67879653_uff_E=698.11,-8.1
hur_model_ZINC67879665_uff_E=1076.27,-8.1
hur_model_ZINC15676494_uff_E=592.45,-8.1
hur_model_ZINC04221604_uff_E=568.39,-8.1
hur_model_ZINC04221604_uff_E=568.39,-8.1
hur_model_ZINC67879857_uff_E=533.00,-8.1
hur_model_ZINC20503896_uff_E=1033.04,-8.1
hur_model_ZINC20503900_uff_E=1030.91,-8.1
hur_model_ZINC35415868_uff_E=839.32,-8.1
hur_model_ZINC20465233_uff_E=647.17,-8.1
hur_model_ZINC04067813_uff_E=474.89,-8.1
hur_model_ZINC15707222_uff_E=897.30,-8.1
hur_model_ZINC15707222_uff_E=897.30,-8.1
hur_model_ZINC15707231_uff_E=883.96,-8.1
hur_model_ZINC49169009_uff_E=807.36,-8.1
hur_model_ZINC15707234_uff_E=911.62,-8.1
hur_model_ZINC15707175_uff_E=741.75,-8.1
hur_model_ZINC15707175_uff_E=741.75,-8.1
hur_model_ZINC15707178_uff_E=798.04,-8.1
hur_model_ZINC15707178_uff_E=798.04,-8.1
hur_model_ZINC15707240_uff_E=1116.05,-8.1
hur_model_ZINC20465459_uff_E=943.85,-8.1
hur_model_ZINC15707187_uff_E=806.26,-8.1
hur_model_ZINC20465471_uff_E=598.66,-8.1
hur_model_ZINC12530378_uff_E=813.53,-8.1
hur_model_ZINC15707273_uff_E=879.29,-8.1
hur_model_ZINC15707276_uff_E=745.77,-8.1
hur_model_ZINC15707288_uff_E=950.57,-8.1
hur_model_ZINC15707291_uff_E=1085.78,-8.1
hur_model_ZINC15707291_uff_E=1085.78,-8.1
hur_model_ZINC15707291_uff_E=1085.78,-8.1
hur_model_ZINC15707222_uff_E=887.19,-8.1
hur_model_ZINC15707267_uff_E=758.36,-8.1
hur_model_ZINC15707299_uff_E=773.13,-8.1
hur_model_ZINC15707302_uff_E=788.68,-8.1
hur_model_ZINC15707310_uff_E=788.99,-8.1
hur_model_ZINC30879474_uff_E=699.23,-8.1
hur_model_ZINC15707316_uff_E=809.78,-8.1
hur_model_ZINC15707319_uff_E=788.58,-8.1
hur_model_ZINC20465631_uff_E=1015.27,-8.1
hur_model_ZINC15707352_uff_E=995.27,-8.1
hur_model_ZINC15707355_uff_E=907.64,-8.1
hur_model_ZINC30879543_uff_E=1027.22,-8.1
hur_model_ZINC15707363_uff_E=974.83,-8.1
hur_model_ZINC15707366_uff_E=953.68,-8.1
hur_model_ZINC30879565_uff_E=669.57,-8.1
hur_model_ZINC04151582_uff_E=1116.85,-8.1
hur_model_ZINC20466500_uff_E=442.51,-8.1
hur_model_ZINC30883185_uff_E=557.39,-8.1
hur_model_ZINC30883294_uff_E=674.10,-8.1
hur_model_ZINC30883332_uff_E=574.72,-8.1
hur_model_ZINC49169346_uff_E=729.29,-8.1
hur_model_ZINC49169936_uff_E=736.16,-8.1
hur_model_ZINC04147854_uff_E=1160.24,-8.1
hur_model_ZINC59676904_uff_E=1361.86,-8.1
hur_model_ZINC05438952_uff_E=813.59,-8.1
hur_model_ZINC05438952_uff_E=813.59,-8.1
hur_model_ZINC59676924_uff_E=1163.95,-8.1
hur_model_ZINC59676932_uff_E=1109.43,-8.1
hur_model_ZINC59676937_uff_E=1215.67,-8.1
hur_model_ZINC49170558_uff_E=733.75,-8.1
hur_model_ZINC59677330_uff_E=1041.88,-8.1
hur_model_ZINC59677330_uff_E=1041.88,-8.1
hur_model_ZINC59677330_uff_E=1041.88,-8.1
hur_model_ZINC20503522_uff_E=533.10,-8.1
hur_model_ZINC20503693_uff_E=764.96,-8.1
hur_model_ZINC15672361_uff_E=766.40,-8.1
hur_model_ZINC15672361_uff_E=766.40,-8.1
hur_model_ZINC49171152_uff_E=615.26,-8.1
hur_model_ZINC49171154_uff_E=648.04,-8.1
hur_model_ZINC49171154_uff_E=720.07,-8.1
hur_model_ZINC49171211_uff_E=801.79,-8.1
hur_model_ZINC49171219_uff_E=633.89,-8.1
hur_model_ZINC20503845_uff_E=1057.48,-8.1
hur_model_ZINC49171592_uff_E=694.17,-8.1
hur_model_ZINC49171592_uff_E=694.17,-8.1
hur_model_ZINC49171641_uff_E=694.62,-8.1
hur_model_ZINC49171641_uff_E=694.62,-8.1
hur_model_ZINC49171660_uff_E=676.99,-8.1
hur_model_ZINC67870574_uff_E=1034.13,-8
hur_model_ZINC67870574_uff_E=1034.13,-8
hur_model_ZINC55180408_uff_E=476.54,-8
hur_model_ZINC55180408_uff_E=476.54,-8
hur_model_ZINC35424734_uff_E=865.72,-8
hur_model_ZINC35424718_uff_E=691.53,-8
hur_model_ZINC35424718_uff_E=691.53,-8
hur_model_ZINC35424715_uff_E=679.63,-8
hur_model_ZINC35424655_uff_E=680.35,-8
hur_model_ZINC35424652_uff_E=675.53,-8
hur_model_ZINC35424652_uff_E=675.53,-8
hur_model_ZINC35424633_uff_E=767.12,-8
hur_model_ZINC35424601_uff_E=890.83,-8
hur_model_ZINC67890460_uff_E=856.93,-8
hur_model_ZINC67890393_uff_E=669.12,-8
hur_model_ZINC67890178_uff_E=1084.72,-8
hur_model_ZINC22752915_uff_E=432.48,-8
hur_model_ZINC77262377_uff_E=632.15,-8
hur_model_ZINC77262377_uff_E=632.15,-8
hur_model_ZINC22752898_uff_E=402.16,-8
hur_model_ZINC22752894_uff_E=379.14,-8
hur_model_ZINC77262373_uff_E=665.46,-8
hur_model_ZINC77262360_uff_E=565.18,-8
hur_model_ZINC77262360_uff_E=565.18,-8
hur_model_ZINC77262360_uff_E=565.18,-8
hur_model_ZINC77262338_uff_E=575.48,-8
hur_model_ZINC72321021_uff_E=595.08,-8
hur_model_ZINC77262181_uff_E=550.17,-8
hur_model_ZINC67889502_uff_E=838.45,-8
hur_model_ZINC72320975_uff_E=551.31,-8
hur_model_ZINC77262175_uff_E=521.22,-8
hur_model_ZINC72320970_uff_E=561.26,-8
hur_model_ZINC72320968_uff_E=1009.98,-8
hur_model_ZINC72320967_uff_E=647.83,-8
hur_model_ZINC15676377_uff_E=773.34,-8
hur_model_ZINC77262164_uff_E=582.10,-8
hur_model_ZINC77262164_uff_E=582.10,-8
hur_model_ZINC77262164_uff_E=582.10,-8
hur_model_ZINC72320947_uff_E=557.75,-8
hur_model_ZINC72320925_uff_E=588.44,-8
hur_model_ZINC72320924_uff_E=742.01,-8
hur_model_ZINC72320793_uff_E=707.64,-8
hur_model_ZINC72320785_uff_E=731.04,-8
hur_model_ZINC72320785_uff_E=731.04,-8
hur_model_ZINC72320753_uff_E=1006.69,-8
hur_model_ZINC77262017_uff_E=812.21,-8
hur_model_ZINC77262006_uff_E=572.42,-8
hur_model_ZINC77261836_uff_E=583.90,-8
hur_model_ZINC15707341_uff_E=847.67,-8
hur_model_ZINC15707341_uff_E=847.67,-8
hur_model_ZINC12530381_uff_E=747.30,-8
hur_model_ZINC12530381_uff_E=747.30,-8
hur_model_ZINC15675983_uff_E=745.34,-8
hur_model_ZINC15675936_uff_E=793.60,-8
hur_model_ZINC15675936_uff_E=793.60,-8
hur_model_ZINC15675856_uff_E=679.86,-8
hur_model_ZINC72320741_uff_E=930.16,-8
hur_model_ZINC15707234_uff_E=899.13,-8
hur_model_ZINC15707231_uff_E=869.17,-8
hur_model_ZINC08779837_uff_E=901.04,-8
hur_model_ZINC08779830_uff_E=898.12,-8
hur_model_ZINC15276154_uff_E=743.31,-8
hur_model_ZINC15675936_uff_E=803.01,-8
hur_model_ZINC15675880_uff_E=873.26,-8
hur_model_ZINC15675878_uff_E=729.77,-8
hur_model_ZINC15675856_uff_E=691.44,-8
hur_model_ZINC31153771_uff_E=600.77,-8
hur_model_ZINC15675762_uff_E=709.95,-8
hur_model_ZINC15675762_uff_E=709.95,-8
hur_model_ZINC15675762_uff_E=709.95,-8
hur_model_ZINC77351338_uff_E=810.38,-8
hur_model_ZINC15675748_uff_E=720.59,-8
hur_model_ZINC15675734_uff_E=738.84,-8
hur_model_ZINC08439418_uff_E=433.49,-8
hur_model_ZINC15675706_uff_E=782.47,-8
hur_model_ZINC77351305_uff_E=913.41,-8
hur_model_ZINC15675676_uff_E=729.32,-8
hur_model_ZINC15675672_uff_E=710.28,-8
hur_model_ZINC15675672_uff_E=710.28,-8
hur_model_ZINC15675672_uff_E=710.28,-8
hur_model_ZINC15675666_uff_E=730.03,-8
hur_model_ZINC15675662_uff_E=913.43,-8
hur_model_ZINC15675662_uff_E=913.43,-8
hur_model_ZINC15675630_uff_E=712.90,-8
hur_model_ZINC15675630_uff_E=712.90,-8
hur_model_ZINC15675626_uff_E=725.25,-8
hur_model_ZINC15675622_uff_E=934.72,-8
hur_model_ZINC15675622_uff_E=934.72,-8
hur_model_ZINC15674984_uff_E=814.97,-8
hur_model_ZINC35442808_uff_E=767.19,-8
hur_model_ZINC31153298_uff_E=603.62,-8
hur_model_ZINC31153298_uff_E=603.62,-8
hur_model_ZINC35442689_uff_E=625.50,-8
hur_model_ZINC15673978_uff_E=987.64,-8
hur_model_ZINC35442611_uff_E=615.64,-8
hur_model_ZINC22920916_uff_E=861.05,-8
hur_model_ZINC22920899_uff_E=1061.61,-8
hur_model_ZINC22920882_uff_E=934.95,-8
hur_model_ZINC22920260_uff_E=412.88,-8
hur_model_ZINC22752975_uff_E=291.88,-8
hur_model_ZINC22752975_uff_E=292.89,-8
hur_model_ZINC22752975_uff_E=292.89,-8
hur_model_ZINC22752971_uff_E=292.24,-8
hur_model_ZINC12603055_uff_E=652.90,-8
hur_model_ZINC12603057_uff_E=628.12,-8
hur_model_ZINC22752966_uff_E=322.90,-8
hur_model_ZINC22752964_uff_E=292.37,-8
hur_model_ZINC22752958_uff_E=338.42,-8
hur_model_ZINC35442308_uff_E=494.88,-8
hur_model_ZINC22752948_uff_E=506.62,-8
hur_model_ZINC12602994_uff_E=628.12,-8
hur_model_ZINC12602987_uff_E=603.75,-8
hur_model_ZINC12602991_uff_E=592.58,-8
hur_model_ZINC20504091_uff_E=811.84,-8
hur_model_ZINC15676084_uff_E=601.46,-8
hur_model_ZINC22752904_uff_E=453.23,-8
hur_model_ZINC35442294_uff_E=617.51,-8
hur_model_ZINC20504090_uff_E=823.70,-8
hur_model_ZINC22752889_uff_E=404.14,-8
hur_model_ZINC22752889_uff_E=404.14,-8
hur_model_ZINC12602936_uff_E=669.00,-8
hur_model_ZINC12602932_uff_E=651.01,-8
hur_model_ZINC22752879_uff_E=558.65,-8
hur_model_ZINC22752860_uff_E=558.84,-8
hur_model_ZINC35442280_uff_E=617.40,-8
hur_model_ZINC12603310_uff_E=666.52,-8
hur_model_ZINC15675977_uff_E=873.78,-8
hur_model_ZINC49587734_uff_E=617.24,-8
hur_model_ZINC15675972_uff_E=919.20,-8
hur_model_ZINC22752845_uff_E=396.60,-8
hur_model_ZINC20504082_uff_E=624.18,-8
hur_model_ZINC15675926_uff_E=846.35,-8
hur_model_ZINC15675926_uff_E=846.35,-8
hur_model_ZINC20504082_uff_E=635.02,-8
hur_model_ZINC15675922_uff_E=851.17,-8
hur_model_ZINC15675920_uff_E=875.34,-8
hur_model_ZINC22920285_uff_E=421.35,-8
hur_model_ZINC12603255_uff_E=630.86,-8
hur_model_ZINC15675876_uff_E=799.57,-8
hur_model_ZINC20504069_uff_E=630.06,-8
hur_model_ZINC20504067_uff_E=627.28,-8
hur_model_ZINC12603245_uff_E=663.69,-8
hur_model_ZINC12603245_uff_E=663.69,-8
hur_model_ZINC15675786_uff_E=798.83,-8
hur_model_ZINC20504056_uff_E=599.13,-8
hur_model_ZINC12603198_uff_E=663.19,-8
hur_model_ZINC15675764_uff_E=766.99,-8
hur_model_ZINC12603201_uff_E=680.48,-8
hur_model_ZINC12603134_uff_E=585.84,-8
hur_model_ZINC12603134_uff_E=597.25,-8
hur_model_ZINC12603137_uff_E=602.16,-8
hur_model_ZINC12603088_uff_E=666.63,-8
hur_model_ZINC12603088_uff_E=666.63,-8
hur_model_ZINC08925940_uff_E=690.91,-8
hur_model_ZINC08925939_uff_E=659.09,-8
hur_model_ZINC15675628_uff_E=705.61,-8
hur_model_ZINC15675620_uff_E=706.27,-8
hur_model_ZINC15675598_uff_E=699.94,-8
hur_model_ZINC15675598_uff_E=699.94,-8
hur_model_ZINC15675596_uff_E=705.79,-8
hur_model_ZINC15675572_uff_E=753.39,-8
hur_model_ZINC15675572_uff_E=753.39,-8
hur_model_ZINC20503900_uff_E=1078.42,-8
hur_model_ZINC15675566_uff_E=696.20,-8
hur_model_ZINC20503892_uff_E=872.00,-8
hur_model_ZINC20503891_uff_E=718.45,-8
hur_model_ZINC49171942_uff_E=1003.27,-8
hur_model_ZINC15675528_uff_E=734.93,-8
hur_model_ZINC49171813_uff_E=904.92,-8
hur_model_ZINC49171790_uff_E=903.13,-8
hur_model_ZINC49171790_uff_E=903.13,-8
hur_model_ZINC15675518_uff_E=706.28,-8
hur_model_ZINC49171771_uff_E=856.41,-8
hur_model_ZINC49171762_uff_E=977.59,-8
hur_model_ZINC15675500_uff_E=945.43,-8
hur_model_ZINC15675482_uff_E=754.69,-8
hur_model_ZINC49171753_uff_E=1291.27,-8
hur_model_ZINC15675532_uff_E=763.06,-8
hur_model_ZINC15675588_uff_E=733.75,-8
hur_model_ZINC15675614_uff_E=753.84,-8
hur_model_ZINC15675666_uff_E=743.81,-8
hur_model_ZINC15675668_uff_E=699.62,-8
hur_model_ZINC15675672_uff_E=705.97,-8
hur_model_ZINC15673782_uff_E=626.10,-8
hur_model_ZINC20504049_uff_E=805.78,-8
hur_model_ZINC12603223_uff_E=614.61,-8
hur_model_ZINC20504069_uff_E=619.33,-8
hur_model_ZINC20504069_uff_E=619.33,-8
hur_model_ZINC15707216_uff_E=896.01,-8
hur_model_ZINC20504124_uff_E=526.05,-8
hur_model_ZINC20464414_uff_E=869.82,-8
hur_model_ZINC20504128_uff_E=616.61,-8
hur_model_ZINC15707246_uff_E=730.10,-8
hur_model_ZINC31153552_uff_E=719.14,-8
hur_model_ZINC31153552_uff_E=719.14,-8
hur_model_ZINC15707263_uff_E=701.34,-8
hur_model_ZINC15707263_uff_E=701.34,-8
hur_model_ZINC15707263_uff_E=701.34,-8
hur_model_ZINC02192270_uff_E=856.91,-8
hur_model_ZINC02192270_uff_E=856.91,-8
hur_model_ZINC02192707_uff_E=892.63,-8
hur_model_ZINC15707285_uff_E=767.95,-8
hur_model_ZINC15707285_uff_E=767.95,-8
hur_model_ZINC15707285_uff_E=767.95,-8
hur_model_ZINC15707288_uff_E=949.83,-8
hur_model_ZINC15675500_uff_E=931.62,-8
hur_model_ZINC15675536_uff_E=884.58,-8
hur_model_ZINC15675540_uff_E=718.52,-8
hur_model_ZINC15675544_uff_E=724.78,-8
hur_model_ZINC15675556_uff_E=704.40,-8
hur_model_ZINC15675572_uff_E=745.16,-8
hur_model_ZINC15675574_uff_E=728.90,-8
hur_model_ZINC15675574_uff_E=728.90,-8
hur_model_ZINC15675579_uff_E=724.85,-8
hur_model_ZINC15675584_uff_E=724.27,-8
hur_model_ZINC15675586_uff_E=892.23,-8
hur_model_ZINC15675592_uff_E=804.93,-8
hur_model_ZINC15675592_uff_E=804.93,-8
hur_model_ZINC15675594_uff_E=719.76,-8
hur_model_ZINC15675596_uff_E=703.30,-8
hur_model_ZINC15675596_uff_E=703.30,-8
hur_model_ZINC15675600_uff_E=699.27,-8
hur_model_ZINC15707251_uff_E=700.40,-8
hur_model_ZINC15707288_uff_E=936.57,-8
hur_model_ZINC39960788_uff_E=671.17,-8
hur_model_ZINC20504493_uff_E=747.37,-8
hur_model_ZINC20504516_uff_E=766.08,-8
hur_model_ZINC20504516_uff_E=761.85,-8
hur_model_ZINC20504528_uff_E=724.07,-8
hur_model_ZINC08439871_uff_E=607.61,-8
hur_model_ZINC12530198_uff_E=836.72,-8
hur_model_ZINC12602573_uff_E=898.11,-8
hur_model_ZINC12602573_uff_E=898.11,-8
hur_model_ZINC12602573_uff_E=898.11,-8
hur_model_ZINC08780021_uff_E=497.21,-8
hur_model_ZINC12530234_uff_E=962.08,-8
hur_model_ZINC22752834_uff_E=535.65,-8
hur_model_ZINC20353138_uff_E=307.54,-8
hur_model_ZINC20353138_uff_E=307.54,-8
hur_model_ZINC20353138_uff_E=307.54,-8
hur_model_ZINC22752839_uff_E=609.69,-8
hur_model_ZINC22752839_uff_E=609.69,-8
hur_model_ZINC20353141_uff_E=329.89,-8
hur_model_ZINC22752879_uff_E=554.31,-8
hur_model_ZINC22752879_uff_E=556.05,-8
hur_model_ZINC20353144_uff_E=313.11,-8
hur_model_ZINC08846612_uff_E=633.61,-8
hur_model_ZINC72320682_uff_E=833.35,-8
hur_model_ZINC72320684_uff_E=778.34,-8
hur_model_ZINC72320685_uff_E=802.74,-8
hur_model_ZINC72320685_uff_E=802.74,-8
hur_model_ZINC72320686_uff_E=732.71,-8
hur_model_ZINC72320689_uff_E=829.32,-8
hur_model_ZINC72320693_uff_E=806.70,-8
hur_model_ZINC72320694_uff_E=1029.80,-8
hur_model_ZINC72320706_uff_E=797.75,-8
hur_model_ZINC72320709_uff_E=742.71,-8
hur_model_ZINC72320709_uff_E=742.71,-8
hur_model_ZINC72320709_uff_E=742.71,-8
hur_model_ZINC72320710_uff_E=762.38,-8
hur_model_ZINC72320711_uff_E=707.63,-8
hur_model_ZINC72320711_uff_E=707.63,-8
hur_model_ZINC72320715_uff_E=837.74,-8
hur_model_ZINC72320732_uff_E=741.02,-8
hur_model_ZINC77262069_uff_E=729.42,-8
hur_model_ZINC15675934_uff_E=891.21,-8
hur_model_ZINC77262079_uff_E=813.26,-8
hur_model_ZINC72320841_uff_E=577.13,-8
hur_model_ZINC77262092_uff_E=762.24,-8
hur_model_ZINC72320843_uff_E=547.19,-8
hur_model_ZINC77262092_uff_E=778.77,-8
hur_model_ZINC72320847_uff_E=558.62,-8
hur_model_ZINC72320849_uff_E=536.93,-8
hur_model_ZINC72320851_uff_E=527.12,-8
hur_model_ZINC72320851_uff_E=527.12,-8
hur_model_ZINC72320852_uff_E=590.98,-8
hur_model_ZINC72320852_uff_E=590.98,-8
hur_model_ZINC00717445_uff_E=556.01,-8
hur_model_ZINC67890364_uff_E=1579.83,-8
hur_model_ZINC67890375_uff_E=706.80,-8
hur_model_ZINC67890375_uff_E=706.80,-8
hur_model_ZINC67890382_uff_E=721.29,-8
hur_model_ZINC67890382_uff_E=721.29,-8
hur_model_ZINC20464707_uff_E=685.88,-8
hur_model_ZINC20464707_uff_E=678.63,-8
hur_model_ZINC20464707_uff_E=678.63,-8
hur_model_ZINC20464707_uff_E=691.21,-8
hur_model_ZINC04343126_uff_E=488.58,-8
hur_model_ZINC77263444_uff_E=940.93,-8
hur_model_ZINC77263444_uff_E=940.93,-8
hur_model_ZINC77263608_uff_E=582.09,-8
hur_model_ZINC12462595_uff_E=1778.18,-8
hur_model_ZINC12462595_uff_E=1778.18,-8
hur_model_ZINC12529669_uff_E=608.26,-8
hur_model_ZINC12530134_uff_E=899.01,-8
hur_model_ZINC77263649_uff_E=1936.29,-8
hur_model_ZINC22936763_uff_E=769.18,-8
hur_model_ZINC22936822_uff_E=817.89,-8
hur_model_ZINC22936876_uff_E=618.80,-8
hur_model_ZINC77263752_uff_E=461.13,-8
hur_model_ZINC35424573_uff_E=701.44,-8
hur_model_ZINC35424585_uff_E=735.05,-8
hur_model_ZINC35424589_uff_E=1188.85,-8
hur_model_ZINC67870607_uff_E=949.44,-8
hur_model_ZINC67870815_uff_E=689.22,-8
hur_model_ZINC67870818_uff_E=747.29,-8
hur_model_ZINC67870818_uff_E=747.29,-8
hur_model_ZINC67870820_uff_E=878.40,-8
hur_model_ZINC67870822_uff_E=757.89,-8
hur_model_ZINC67870828_uff_E=1056.63,-8
hur_model_ZINC67870835_uff_E=779.67,-8
hur_model_ZINC67870846_uff_E=815.52,-8
hur_model_ZINC67870846_uff_E=815.52,-8
hur_model_ZINC20503891_uff_E=728.89,-8
hur_model_ZINC20503892_uff_E=858.83,-8
hur_model_ZINC35425145_uff_E=1036.56,-8
hur_model_ZINC04179475_uff_E=375.08,-8
hur_model_ZINC67870927_uff_E=781.91,-8
hur_model_ZINC67870927_uff_E=788.90,-8
hur_model_ZINC67870932_uff_E=1328.36,-8
hur_model_ZINC22936328_uff_E=620.92,-8
hur_model_ZINC22936957_uff_E=781.96,-8
hur_model_ZINC22923502_uff_E=623.90,-8
hur_model_ZINC35425285_uff_E=698.07,-8
hur_model_ZINC35425288_uff_E=932.43,-8
hur_model_ZINC35425319_uff_E=765.10,-8
hur_model_ZINC35425325_uff_E=715.66,-8
hur_model_ZINC35425355_uff_E=728.98,-8
hur_model_ZINC35425508_uff_E=818.53,-8
hur_model_ZINC35425536_uff_E=832.08,-8
hur_model_ZINC35425536_uff_E=832.08,-8
hur_model_ZINC72321837_uff_E=554.82,-8
hur_model_ZINC72321870_uff_E=645.38,-8
hur_model_ZINC72321870_uff_E=645.38,-8
hur_model_ZINC32561934_uff_E=377.58,-8
hur_model_ZINC72321982_uff_E=654.46,-8
hur_model_ZINC72321982_uff_E=662.01,-8
hur_model_ZINC12445422_uff_E=456.15,-8
hur_model_ZINC72321992_uff_E=1126.50,-8
hur_model_ZINC72321992_uff_E=1112.57,-8
hur_model_ZINC72321992_uff_E=1112.57,-8
hur_model_ZINC72321994_uff_E=904.56,-8
hur_model_ZINC72322000_uff_E=1147.04,-8
hur_model_ZINC72322001_uff_E=877.25,-8
hur_model_ZINC35425658_uff_E=871.79,-8
hur_model_ZINC72322017_uff_E=494.72,-8
hur_model_ZINC35425752_uff_E=1003.58,-8
hur_model_ZINC72322017_uff_E=509.27,-8
hur_model_ZINC72322025_uff_E=751.46,-8
hur_model_ZINC72322025_uff_E=751.46,-8
hur_model_ZINC35426012_uff_E=809.51,-8
hur_model_ZINC72322050_uff_E=541.31,-8
hur_model_ZINC67897075_uff_E=453.27,-8
hur_model_ZINC72322063_uff_E=502.80,-8
hur_model_ZINC35426120_uff_E=784.19,-8
hur_model_ZINC72322083_uff_E=726.94,-8
hur_model_ZINC77265876_uff_E=986.89,-8
hur_model_ZINC72322119_uff_E=556.23,-8
hur_model_ZINC72322126_uff_E=558.52,-8
hur_model_ZINC72322133_uff_E=487.44,-8
hur_model_ZINC72322133_uff_E=502.95,-8
hur_model_ZINC72322184_uff_E=577.15,-8
hur_model_ZINC67897317_uff_E=457.80,-8
hur_model_ZINC35426278_uff_E=604.68,-8
hur_model_ZINC35426322_uff_E=728.82,-8
hur_model_ZINC35426328_uff_E=703.50,-8
hur_model_ZINC19790754_uff_E=904.75,-8
hur_model_ZINC77267019_uff_E=547.54,-8
hur_model_ZINC77267019_uff_E=547.54,-8
hur_model_ZINC77267032_uff_E=539.14,-8
hur_model_ZINC77267041_uff_E=500.32,-8
hur_model_ZINC77267074_uff_E=637.59,-8
hur_model_ZINC77267074_uff_E=637.59,-8
hur_model_ZINC77267074_uff_E=637.59,-8
hur_model_ZINC77267074_uff_E=637.59,-8
hur_model_ZINC77267074_uff_E=637.59,-8
hur_model_ZINC77267086_uff_E=750.36,-8
hur_model_ZINC77267101_uff_E=616.19,-8
hur_model_ZINC67898640_uff_E=500.58,-8
hur_model_ZINC77267144_uff_E=646.24,-8
hur_model_ZINC77267217_uff_E=636.03,-8
hur_model_ZINC77267224_uff_E=652.91,-8
hur_model_ZINC77267268_uff_E=699.31,-8
hur_model_ZINC67898770_uff_E=542.37,-8
hur_model_ZINC67898770_uff_E=542.37,-8
hur_model_ZINC77267374_uff_E=815.59,-8
hur_model_ZINC77267381_uff_E=732.61,-8
hur_model_ZINC67898836_uff_E=564.42,-8
hur_model_ZINC09186673_uff_E=360.74,-8
hur_model_ZINC77267510_uff_E=847.07,-8
hur_model_ZINC67898858_uff_E=853.04,-8
hur_model_ZINC77267517_uff_E=621.61,-8
hur_model_ZINC67898892_uff_E=1084.90,-8
hur_model_ZINC04236487_uff_E=884.58,-8
hur_model_ZINC04236487_uff_E=884.58,-8
hur_model_ZINC04236487_uff_E=884.58,-8
hur_model_ZINC77267538_uff_E=1112.05,-8
hur_model_ZINC05412523_uff_E=970.43,-8
hur_model_ZINC05412523_uff_E=970.43,-8
hur_model_ZINC77267546_uff_E=1116.99,-8
hur_model_ZINC05412523_uff_E=967.73,-8
hur_model_ZINC05412523_uff_E=967.73,-8
hur_model_ZINC05412523_uff_E=967.73,-8
hur_model_ZINC20462752_uff_E=1062.92,-8
hur_model_ZINC20462752_uff_E=1062.92,-8
hur_model_ZINC15675480_uff_E=711.77,-8
hur_model_ZINC15675498_uff_E=716.95,-8
hur_model_ZINC15675498_uff_E=716.95,-8
hur_model_ZINC15675500_uff_E=945.04,-8
hur_model_ZINC20462846_uff_E=562.89,-8
hur_model_ZINC15675510_uff_E=713.84,-8
hur_model_ZINC15675510_uff_E=724.23,-8
hur_model_ZINC15675530_uff_E=718.36,-8
hur_model_ZINC15675530_uff_E=718.36,-8
hur_model_ZINC15675536_uff_E=885.52,-8
hur_model_ZINC15675536_uff_E=895.55,-8
hur_model_ZINC15675540_uff_E=728.74,-8
hur_model_ZINC15675542_uff_E=953.85,-8
hur_model_ZINC15675542_uff_E=953.85,-8
hur_model_ZINC15675542_uff_E=953.85,-8
hur_model_ZINC15675544_uff_E=733.67,-8
hur_model_ZINC15675548_uff_E=727.31,-8
hur_model_ZINC15675548_uff_E=727.31,-8
hur_model_ZINC15675556_uff_E=713.84,-8
hur_model_ZINC15675566_uff_E=711.36,-8
hur_model_ZINC15675577_uff_E=739.30,-8
hur_model_ZINC15675588_uff_E=740.80,-8
hur_model_ZINC15675592_uff_E=810.22,-8
hur_model_ZINC15675592_uff_E=810.22,-8
hur_model_ZINC15675592_uff_E=820.41,-8
hur_model_ZINC15675598_uff_E=714.64,-8
hur_model_ZINC15675598_uff_E=714.64,-8
hur_model_ZINC15675598_uff_E=714.64,-8
hur_model_ZINC15675600_uff_E=700.28,-8
hur_model_ZINC15675606_uff_E=703.95,-8
hur_model_ZINC15675606_uff_E=714.26,-8
hur_model_ZINC15675614_uff_E=763.04,-8
hur_model_ZINC15675614_uff_E=763.04,-8
hur_model_ZINC15675614_uff_E=763.04,-8
hur_model_ZINC15675616_uff_E=726.04,-8
hur_model_ZINC15675622_uff_E=943.45,-8
hur_model_ZINC15675622_uff_E=943.45,-8
hur_model_ZINC15675624_uff_E=738.86,-8
hur_model_ZINC15675624_uff_E=749.01,-8
hur_model_ZINC15675652_uff_E=762.54,-8
hur_model_ZINC15675652_uff_E=762.54,-8
hur_model_ZINC15675660_uff_E=688.20,-8
hur_model_ZINC15675660_uff_E=698.33,-8
hur_model_ZINC15675662_uff_E=923.43,-8
hur_model_ZINC15675662_uff_E=923.43,-8
hur_model_ZINC20463406_uff_E=538.32,-8
hur_model_ZINC15675672_uff_E=723.23,-8
hur_model_ZINC15675674_uff_E=894.92,-8
hur_model_ZINC20463412_uff_E=527.97,-8
hur_model_ZINC15675676_uff_E=800.57,-8
hur_model_ZINC15675676_uff_E=800.57,-8
