Ligand,Binding Affinity
hur_model_ZINC77262194_uff_E=530.84,-6.4
hur_model_ZINC67889698_uff_E=983.68,-6.4
hur_model_ZINC67889698_uff_E=983.68,-6.4
hur_model_ZINC30879596_uff_E=798.44,-6.4
hur_model_ZINC22936954_uff_E=579.47,-6.4
hur_model_ZINC22936954_uff_E=579.47,-6.4
hur_model_ZINC77262188_uff_E=485.34,-6.4
hur_model_ZINC77262188_uff_E=485.34,-6.4
hur_model_ZINC77262188_uff_E=485.34,-6.4
hur_model_ZINC77262185_uff_E=735.91,-6.4
hur_model_ZINC72321019_uff_E=562.33,-6.4
hur_model_ZINC72321019_uff_E=562.33,-6.4
hur_model_ZINC72321017_uff_E=763.68,-6.4
hur_model_ZINC72321016_uff_E=545.26,-6.4
hur_model_ZINC72321015_uff_E=550.49,-6.4
hur_model_ZINC72321015_uff_E=550.49,-6.4
hur_model_ZINC72321014_uff_E=539.23,-6.4
hur_model_ZINC72321005_uff_E=579.69,-6.4
hur_model_ZINC72321005_uff_E=579.69,-6.4
hur_model_ZINC72320980_uff_E=542.60,-6.4
hur_model_ZINC72320980_uff_E=542.60,-6.4
hur_model_ZINC72320975_uff_E=553.86,-6.4
hur_model_ZINC72320973_uff_E=537.82,-6.4
hur_model_ZINC72320973_uff_E=498.69,-6.4
hur_model_ZINC72320973_uff_E=498.69,-6.4
hur_model_ZINC72320972_uff_E=523.28,-6.4
hur_model_ZINC72320972_uff_E=523.28,-6.4
hur_model_ZINC33907378_uff_E=894.27,-6.4
hur_model_ZINC19790363_uff_E=374.13,-6.4
hur_model_ZINC72320965_uff_E=1713.09,-6.4
hur_model_ZINC72320965_uff_E=1713.09,-6.4
hur_model_ZINC72320960_uff_E=574.11,-6.4
hur_model_ZINC72320960_uff_E=574.11,-6.4
hur_model_ZINC72320959_uff_E=518.89,-6.4
hur_model_ZINC72320958_uff_E=542.09,-6.4
hur_model_ZINC72320958_uff_E=542.09,-6.4
hur_model_ZINC77262162_uff_E=1769.84,-6.4
hur_model_ZINC77262162_uff_E=1769.84,-6.4
hur_model_ZINC72320955_uff_E=582.22,-6.4
hur_model_ZINC77262157_uff_E=726.25,-6.4
hur_model_ZINC72320954_uff_E=1029.19,-6.4
hur_model_ZINC72320953_uff_E=545.25,-6.4
hur_model_ZINC72320953_uff_E=545.25,-6.4
hur_model_ZINC72320953_uff_E=502.34,-6.4
hur_model_ZINC72320952_uff_E=623.89,-6.4
hur_model_ZINC72320951_uff_E=576.64,-6.4
hur_model_ZINC72320951_uff_E=534.51,-6.4
hur_model_ZINC72320951_uff_E=534.51,-6.4
hur_model_ZINC72320951_uff_E=534.51,-6.4
hur_model_ZINC72320950_uff_E=1775.97,-6.4
hur_model_ZINC72320950_uff_E=1733.92,-6.4
hur_model_ZINC19775451_uff_E=167.52,-6.4
hur_model_ZINC72320948_uff_E=566.41,-6.4
hur_model_ZINC72320948_uff_E=530.65,-6.4
hur_model_ZINC77262150_uff_E=518.73,-6.4
hur_model_ZINC77262150_uff_E=518.73,-6.4
hur_model_ZINC72320946_uff_E=528.80,-6.4
hur_model_ZINC72320946_uff_E=487.29,-6.4
hur_model_ZINC77262146_uff_E=583.57,-6.4
hur_model_ZINC72320939_uff_E=563.60,-6.4
hur_model_ZINC72320939_uff_E=563.60,-6.4
hur_model_ZINC72320937_uff_E=543.44,-6.4
hur_model_ZINC72320936_uff_E=611.66,-6.4
hur_model_ZINC72320933_uff_E=544.91,-6.4
hur_model_ZINC72320933_uff_E=544.91,-6.4
hur_model_ZINC72320932_uff_E=575.67,-6.4
hur_model_ZINC72320922_uff_E=519.80,-6.4
hur_model_ZINC72320922_uff_E=519.80,-6.4
hur_model_ZINC72320922_uff_E=519.80,-6.4
hur_model_ZINC72320800_uff_E=521.04,-6.4
hur_model_ZINC72320799_uff_E=958.99,-6.4
hur_model_ZINC72320799_uff_E=958.99,-6.4
hur_model_ZINC72320798_uff_E=958.45,-6.4
hur_model_ZINC77262058_uff_E=470.84,-6.4
hur_model_ZINC72320794_uff_E=508.93,-6.4
hur_model_ZINC72320792_uff_E=595.37,-6.4
hur_model_ZINC72320792_uff_E=504.21,-6.4
hur_model_ZINC72320790_uff_E=3144.92,-6.4
hur_model_ZINC72320790_uff_E=3144.92,-6.4
hur_model_ZINC77262049_uff_E=759.36,-6.4
hur_model_ZINC77262049_uff_E=759.36,-6.4
hur_model_ZINC72320789_uff_E=704.70,-6.4
hur_model_ZINC72320788_uff_E=3132.78,-6.4
hur_model_ZINC72320786_uff_E=523.07,-6.4
hur_model_ZINC72320786_uff_E=523.07,-6.4
hur_model_ZINC72320786_uff_E=523.07,-6.4
hur_model_ZINC72320786_uff_E=523.07,-6.4
hur_model_ZINC19340795_uff_E=579.19,-6.4
hur_model_ZINC19340795_uff_E=579.19,-6.4
hur_model_ZINC72320750_uff_E=1439.51,-6.4
hur_model_ZINC77262030_uff_E=430.04,-6.4
hur_model_ZINC77262030_uff_E=430.04,-6.4
hur_model_ZINC72320745_uff_E=1412.91,-6.4
hur_model_ZINC77262030_uff_E=434.11,-6.4
hur_model_ZINC77262030_uff_E=434.11,-6.4
hur_model_ZINC77261998_uff_E=579.02,-6.4
hur_model_ZINC77261998_uff_E=579.02,-6.4
hur_model_ZINC77261983_uff_E=557.99,-6.4
hur_model_ZINC77261983_uff_E=557.99,-6.4
hur_model_ZINC77261969_uff_E=642.43,-6.4
hur_model_ZINC77261954_uff_E=573.07,-6.4
hur_model_ZINC77261954_uff_E=573.07,-6.4
hur_model_ZINC77261954_uff_E=573.07,-6.4
hur_model_ZINC77261941_uff_E=443.27,-6.4
hur_model_ZINC77261938_uff_E=421.68,-6.4
hur_model_ZINC77261938_uff_E=421.68,-6.4
hur_model_ZINC77261938_uff_E=421.68,-6.4
hur_model_ZINC77261937_uff_E=549.85,-6.4
hur_model_ZINC77261905_uff_E=437.74,-6.4
hur_model_ZINC77261902_uff_E=438.14,-6.4
hur_model_ZINC77261900_uff_E=496.67,-6.4
hur_model_ZINC77261893_uff_E=461.81,-6.4
hur_model_ZINC77261840_uff_E=692.04,-6.4
hur_model_ZINC77261840_uff_E=692.04,-6.4
hur_model_ZINC77261668_uff_E=686.02,-6.4
hur_model_ZINC77261655_uff_E=746.24,-6.4
hur_model_ZINC77261655_uff_E=746.24,-6.4
hur_model_ZINC04065858_uff_E=339.98,-6.4
hur_model_ZINC77261599_uff_E=727.10,-6.4
hur_model_ZINC34288997_uff_E=626.08,-6.4
hur_model_ZINC34288997_uff_E=616.79,-6.4
hur_model_ZINC34288997_uff_E=616.79,-6.4
hur_model_ZINC34288997_uff_E=616.79,-6.4
hur_model_ZINC77261586_uff_E=650.74,-6.4
hur_model_ZINC03869480_uff_E=704.90,-6.4
hur_model_ZINC15707132_uff_E=438.34,-6.4
hur_model_ZINC15676178_uff_E=504.81,-6.4
hur_model_ZINC15676142_uff_E=458.70,-6.4
hur_model_ZINC15676142_uff_E=458.70,-6.4
hur_model_ZINC15707166_uff_E=669.16,-6.4
hur_model_ZINC15707166_uff_E=669.16,-6.4
hur_model_ZINC15707166_uff_E=669.16,-6.4
hur_model_ZINC15707163_uff_E=516.94,-6.4
hur_model_ZINC15707161_uff_E=487.18,-6.4
hur_model_ZINC12360709_uff_E=800.52,-6.4
hur_model_ZINC15707158_uff_E=456.34,-6.4
hur_model_ZINC15707132_uff_E=474.14,-6.4
hur_model_ZINC15707084_uff_E=539.25,-6.4
hur_model_ZINC15707051_uff_E=690.26,-6.4
hur_model_ZINC20464216_uff_E=617.66,-6.4
hur_model_ZINC20464183_uff_E=559.30,-6.4
hur_model_ZINC15676240_uff_E=611.43,-6.4
hur_model_ZINC15676236_uff_E=591.87,-6.4
hur_model_ZINC77351366_uff_E=690.84,-6.4
hur_model_ZINC77351364_uff_E=691.63,-6.4
hur_model_ZINC15675983_uff_E=754.40,-6.4
hur_model_ZINC15675979_uff_E=710.99,-6.4
hur_model_ZINC15675979_uff_E=710.99,-6.4
hur_model_ZINC15675954_uff_E=747.54,-6.4
hur_model_ZINC15675720_uff_E=655.42,-6.4
hur_model_ZINC15675720_uff_E=655.42,-6.4
hur_model_ZINC15675712_uff_E=672.85,-6.4
hur_model_ZINC15675710_uff_E=675.93,-6.4
hur_model_ZINC18093643_uff_E=260.24,-6.4
hur_model_ZINC18093643_uff_E=260.24,-6.4
hur_model_ZINC18093643_uff_E=260.24,-6.4
hur_model_ZINC15675642_uff_E=866.39,-6.4
hur_model_ZINC15675640_uff_E=871.67,-6.4
hur_model_ZINC15707208_uff_E=660.66,-6.4
hur_model_ZINC15707208_uff_E=660.66,-6.4
hur_model_ZINC15707119_uff_E=665.03,-6.4
hur_model_ZINC22922130_uff_E=441.11,-6.4
hur_model_ZINC12483942_uff_E=643.32,-6.4
hur_model_ZINC35442812_uff_E=1146.88,-6.4
hur_model_ZINC35442811_uff_E=706.32,-6.4
hur_model_ZINC31153303_uff_E=589.77,-6.4
hur_model_ZINC15674654_uff_E=790.25,-6.4
hur_model_ZINC35442803_uff_E=697.64,-6.4
hur_model_ZINC15674628_uff_E=650.04,-6.4
hur_model_ZINC15674628_uff_E=650.04,-6.4
hur_model_ZINC35442765_uff_E=517.79,-6.4
hur_model_ZINC35442764_uff_E=773.14,-6.4
hur_model_ZINC35442763_uff_E=493.22,-6.4
hur_model_ZINC15674585_uff_E=1117.39,-6.4
hur_model_ZINC15674585_uff_E=1117.39,-6.4
hur_model_ZINC15674585_uff_E=1117.39,-6.4
hur_model_ZINC15674585_uff_E=1117.39,-6.4
hur_model_ZINC15674506_uff_E=612.62,-6.4
hur_model_ZINC35442731_uff_E=973.34,-6.4
hur_model_ZINC35442726_uff_E=815.61,-6.4
hur_model_ZINC20518190_uff_E=340.80,-6.4
hur_model_ZINC35442718_uff_E=829.28,-6.4
hur_model_ZINC35442718_uff_E=829.28,-6.4
hur_model_ZINC35442718_uff_E=829.28,-6.4
hur_model_ZINC35442718_uff_E=841.28,-6.4
hur_model_ZINC15674122_uff_E=781.36,-6.4
hur_model_ZINC15674122_uff_E=781.36,-6.4
hur_model_ZINC15674122_uff_E=781.36,-6.4
hur_model_ZINC35442710_uff_E=573.12,-6.4
hur_model_ZINC35442710_uff_E=573.12,-6.4
hur_model_ZINC35442706_uff_E=580.39,-6.4
hur_model_ZINC35442703_uff_E=537.22,-6.4
hur_model_ZINC12481264_uff_E=384.88,-6.4
hur_model_ZINC35442631_uff_E=557.27,-6.4
hur_model_ZINC35442627_uff_E=528.25,-6.4
hur_model_ZINC35442627_uff_E=528.25,-6.4
hur_model_ZINC22923695_uff_E=781.86,-6.4
hur_model_ZINC22921210_uff_E=1003.40,-6.4
hur_model_ZINC22921210_uff_E=1003.40,-6.4
hur_model_ZINC22921202_uff_E=878.83,-6.4
hur_model_ZINC22923509_uff_E=1003.99,-6.4
hur_model_ZINC20464575_uff_E=773.71,-6.4
hur_model_ZINC20464575_uff_E=790.40,-6.4
hur_model_ZINC22921160_uff_E=847.52,-6.4
hur_model_ZINC22923301_uff_E=807.98,-6.4
hur_model_ZINC22923301_uff_E=807.98,-6.4
hur_model_ZINC22923270_uff_E=884.22,-6.4
hur_model_ZINC35442495_uff_E=676.30,-6.4
hur_model_ZINC35442492_uff_E=664.55,-6.4
hur_model_ZINC35442491_uff_E=1887.39,-6.4
hur_model_ZINC35442491_uff_E=1887.39,-6.4
hur_model_ZINC35442491_uff_E=1887.39,-6.4
hur_model_ZINC35442491_uff_E=1887.39,-6.4
hur_model_ZINC22923240_uff_E=854.37,-6.4
hur_model_ZINC35442490_uff_E=704.11,-6.4
hur_model_ZINC35442489_uff_E=870.76,-6.4
hur_model_ZINC35442489_uff_E=870.76,-6.4
hur_model_ZINC22923088_uff_E=937.89,-6.4
hur_model_ZINC22923088_uff_E=937.89,-6.4
hur_model_ZINC22921090_uff_E=858.79,-6.4
hur_model_ZINC22920994_uff_E=880.05,-6.4
hur_model_ZINC22922980_uff_E=781.62,-6.4
hur_model_ZINC22922980_uff_E=781.62,-6.4
hur_model_ZINC15676345_uff_E=648.55,-6.4
hur_model_ZINC22922915_uff_E=800.60,-6.4
hur_model_ZINC22922833_uff_E=806.59,-6.4
hur_model_ZINC22920823_uff_E=846.92,-6.4
hur_model_ZINC22920823_uff_E=846.92,-6.4
hur_model_ZINC35442327_uff_E=537.95,-6.4
hur_model_ZINC35442327_uff_E=537.95,-6.4
hur_model_ZINC35442327_uff_E=537.95,-6.4
hur_model_ZINC35442324_uff_E=512.95,-6.4
hur_model_ZINC35442324_uff_E=512.95,-6.4
hur_model_ZINC22752980_uff_E=335.44,-6.4
hur_model_ZINC22752980_uff_E=335.44,-6.4
hur_model_ZINC22752980_uff_E=335.44,-6.4
hur_model_ZINC20464542_uff_E=669.76,-6.4
hur_model_ZINC35442314_uff_E=504.28,-6.4
hur_model_ZINC15676172_uff_E=686.89,-6.4
hur_model_ZINC22752966_uff_E=315.49,-6.4
hur_model_ZINC35415838_uff_E=853.96,-6.4
hur_model_ZINC12602994_uff_E=649.50,-6.4
hur_model_ZINC20503760_uff_E=461.54,-6.4
hur_model_ZINC35442303_uff_E=1709.07,-6.4
hur_model_ZINC22752937_uff_E=382.32,-6.4
hur_model_ZINC22752937_uff_E=382.32,-6.4
hur_model_ZINC15676088_uff_E=650.25,-6.4
hur_model_ZINC20503746_uff_E=847.75,-6.4
hur_model_ZINC20503744_uff_E=825.02,-6.4
hur_model_ZINC20518190_uff_E=350.08,-6.4
hur_model_ZINC20503734_uff_E=858.35,-6.4
hur_model_ZINC35415790_uff_E=967.08,-6.4
hur_model_ZINC22752886_uff_E=344.38,-6.4
hur_model_ZINC35415783_uff_E=944.80,-6.4
hur_model_ZINC22752881_uff_E=584.11,-6.4
hur_model_ZINC12602928_uff_E=666.49,-6.4
hur_model_ZINC35442285_uff_E=663.88,-6.4
hur_model_ZINC20503729_uff_E=867.13,-6.4
hur_model_ZINC20503729_uff_E=867.13,-6.4
hur_model_ZINC35415777_uff_E=784.54,-6.4
hur_model_ZINC30879380_uff_E=475.67,-6.4
hur_model_ZINC30879380_uff_E=475.67,-6.4
hur_model_ZINC30879037_uff_E=468.82,-6.4
hur_model_ZINC22752849_uff_E=429.39,-6.4
hur_model_ZINC08426810_uff_E=536.66,-6.4
hur_model_ZINC35442274_uff_E=513.00,-6.4
hur_model_ZINC35442273_uff_E=512.64,-6.4
hur_model_ZINC35442273_uff_E=512.64,-6.4
hur_model_ZINC35442270_uff_E=524.05,-6.4
hur_model_ZINC35442269_uff_E=523.33,-6.4
hur_model_ZINC20504077_uff_E=615.71,-6.4
hur_model_ZINC22920285_uff_E=523.49,-6.4
hur_model_ZINC22920285_uff_E=421.35,-6.4
hur_model_ZINC35442265_uff_E=512.83,-6.4
hur_model_ZINC35442258_uff_E=600.35,-6.4
hur_model_ZINC12603201_uff_E=668.89,-6.4
hur_model_ZINC35442255_uff_E=575.59,-6.4
hur_model_ZINC12603137_uff_E=602.16,-6.4
hur_model_ZINC15675710_uff_E=683.63,-6.4
hur_model_ZINC15675710_uff_E=683.63,-6.4
hur_model_ZINC12603068_uff_E=614.67,-6.4
hur_model_ZINC12603068_uff_E=626.21,-6.4
hur_model_ZINC12603069_uff_E=617.02,-6.4
hur_model_ZINC15676343_uff_E=587.96,-6.4
hur_model_ZINC15676343_uff_E=587.96,-6.4
hur_model_ZINC12603069_uff_E=629.64,-6.4
hur_model_ZINC08925938_uff_E=684.05,-6.4
hur_model_ZINC08925938_uff_E=684.05,-6.4
hur_model_ZINC35442242_uff_E=701.67,-6.4
hur_model_ZINC35442242_uff_E=701.67,-6.4
hur_model_ZINC15675642_uff_E=867.23,-6.4
hur_model_ZINC15675642_uff_E=867.23,-6.4
hur_model_ZINC35442240_uff_E=695.19,-6.4
hur_model_ZINC35442240_uff_E=695.19,-6.4
hur_model_ZINC35442240_uff_E=695.19,-6.4
hur_model_ZINC35442240_uff_E=695.19,-6.4
hur_model_ZINC35442236_uff_E=684.22,-6.4
hur_model_ZINC20503916_uff_E=1034.09,-6.4
hur_model_ZINC20503916_uff_E=1034.09,-6.4
hur_model_ZINC20503908_uff_E=814.74,-6.4
hur_model_ZINC20503908_uff_E=814.74,-6.4
hur_model_ZINC35446730_uff_E=653.49,-6.4
hur_model_ZINC20503905_uff_E=1136.78,-6.4
hur_model_ZINC20503905_uff_E=1136.78,-6.4
hur_model_ZINC20503903_uff_E=748.78,-6.4
hur_model_ZINC20503902_uff_E=909.76,-6.4
hur_model_ZINC20503901_uff_E=672.49,-6.4
hur_model_ZINC20503899_uff_E=1097.39,-6.4
hur_model_ZINC49171994_uff_E=859.10,-6.4
hur_model_ZINC20503888_uff_E=844.73,-6.4
hur_model_ZINC20503888_uff_E=844.73,-6.4
hur_model_ZINC49171989_uff_E=819.72,-6.4
hur_model_ZINC49171779_uff_E=774.08,-6.4
hur_model_ZINC49171779_uff_E=774.08,-6.4
hur_model_ZINC49171771_uff_E=901.98,-6.4
hur_model_ZINC49171768_uff_E=819.42,-6.4
hur_model_ZINC49171765_uff_E=781.60,-6.4
hur_model_ZINC49171765_uff_E=781.60,-6.4
hur_model_ZINC49171765_uff_E=781.60,-6.4
hur_model_ZINC49171765_uff_E=781.60,-6.4
hur_model_ZINC20503859_uff_E=665.74,-6.4
hur_model_ZINC49171744_uff_E=662.66,-6.4
hur_model_ZINC49171729_uff_E=619.94,-6.4
hur_model_ZINC49171750_uff_E=2071.23,-6.4
hur_model_ZINC20503861_uff_E=910.23,-6.4
hur_model_ZINC15675494_uff_E=864.23,-6.4
hur_model_ZINC15675494_uff_E=864.23,-6.4
hur_model_ZINC20503882_uff_E=835.31,-6.4
hur_model_ZINC20503882_uff_E=835.31,-6.4
hur_model_ZINC49171881_uff_E=670.58,-6.4
hur_model_ZINC20503893_uff_E=806.63,-6.4
hur_model_ZINC20503893_uff_E=806.63,-6.4
hur_model_ZINC20503893_uff_E=806.63,-6.4
hur_model_ZINC20503893_uff_E=806.63,-6.4
hur_model_ZINC49172003_uff_E=812.35,-6.4
hur_model_ZINC20503896_uff_E=1083.86,-6.4
hur_model_ZINC20503896_uff_E=1083.86,-6.4
hur_model_ZINC49172021_uff_E=603.00,-6.4
hur_model_ZINC20503897_uff_E=1249.30,-6.4
hur_model_ZINC20503898_uff_E=1078.83,-6.4
hur_model_ZINC20503898_uff_E=1078.83,-6.4
hur_model_ZINC20503898_uff_E=1078.83,-6.4
hur_model_ZINC20503898_uff_E=1078.83,-6.4
hur_model_ZINC20503911_uff_E=872.83,-6.4
hur_model_ZINC20504022_uff_E=592.42,-6.4
hur_model_ZINC20504022_uff_E=593.05,-6.4
hur_model_ZINC15673782_uff_E=627.03,-6.4
hur_model_ZINC15673782_uff_E=627.03,-6.4
hur_model_ZINC19789787_uff_E=350.54,-6.4
hur_model_ZINC12482385_uff_E=667.38,-6.4
hur_model_ZINC12482385_uff_E=667.38,-6.4
hur_model_ZINC35442250_uff_E=458.58,-6.4
hur_model_ZINC35442250_uff_E=458.58,-6.4
hur_model_ZINC20504058_uff_E=629.84,-6.4
hur_model_ZINC20504058_uff_E=629.84,-6.4
hur_model_ZINC20504058_uff_E=617.32,-6.4
hur_model_ZINC12603223_uff_E=626.04,-6.4
hur_model_ZINC12603248_uff_E=667.65,-6.4
hur_model_ZINC12603248_uff_E=667.65,-6.4
hur_model_ZINC35442261_uff_E=706.37,-6.4
hur_model_ZINC35442261_uff_E=706.37,-6.4
hur_model_ZINC35442732_uff_E=1048.13,-6.4
hur_model_ZINC35442732_uff_E=1048.13,-6.4
hur_model_ZINC35442736_uff_E=792.79,-6.4
hur_model_ZINC35442738_uff_E=755.13,-6.4
hur_model_ZINC31153291_uff_E=571.47,-6.4
hur_model_ZINC31153291_uff_E=571.47,-6.4
hur_model_ZINC31153291_uff_E=571.47,-6.4
hur_model_ZINC35442741_uff_E=907.18,-6.4
hur_model_ZINC35442907_uff_E=620.70,-6.4
hur_model_ZINC20504118_uff_E=483.49,-6.4
hur_model_ZINC20464311_uff_E=575.39,-6.4
hur_model_ZINC20504125_uff_E=510.96,-6.4
hur_model_ZINC20504126_uff_E=547.75,-6.4
hur_model_ZINC12604035_uff_E=511.24,-6.4
hur_model_ZINC12604035_uff_E=511.24,-6.4
hur_model_ZINC12604035_uff_E=511.24,-6.4
hur_model_ZINC20504130_uff_E=525.25,-6.4
hur_model_ZINC20504131_uff_E=555.89,-6.4
hur_model_ZINC20504131_uff_E=555.89,-6.4
hur_model_ZINC20504133_uff_E=575.53,-6.4
hur_model_ZINC20504133_uff_E=570.50,-6.4
hur_model_ZINC20504133_uff_E=570.50,-6.4
hur_model_ZINC20504134_uff_E=522.59,-6.4
hur_model_ZINC20504134_uff_E=522.59,-6.4
hur_model_ZINC15675494_uff_E=863.55,-6.4
hur_model_ZINC15675494_uff_E=863.55,-6.4
hur_model_ZINC15675494_uff_E=863.55,-6.4
hur_model_ZINC15675502_uff_E=1921.08,-6.4
hur_model_ZINC15675570_uff_E=871.78,-6.4
hur_model_ZINC04632242_uff_E=261.20,-6.4
hur_model_ZINC19907245_uff_E=485.20,-6.4
hur_model_ZINC13879238_uff_E=469.72,-6.4
hur_model_ZINC15675604_uff_E=866.70,-6.4
hur_model_ZINC15675604_uff_E=866.70,-6.4
hur_model_ZINC39960757_uff_E=1855.38,-6.4
hur_model_ZINC39960757_uff_E=1855.38,-6.4
hur_model_ZINC39960757_uff_E=1855.38,-6.4
hur_model_ZINC39960765_uff_E=826.52,-6.4
hur_model_ZINC39960769_uff_E=602.48,-6.4
hur_model_ZINC39960769_uff_E=602.48,-6.4
hur_model_ZINC39960770_uff_E=652.00,-6.4
hur_model_ZINC39960773_uff_E=800.12,-6.4
hur_model_ZINC39960773_uff_E=800.12,-6.4
hur_model_ZINC39960778_uff_E=858.32,-6.4
hur_model_ZINC39960778_uff_E=858.32,-6.4
hur_model_ZINC39960789_uff_E=671.36,-6.4
hur_model_ZINC39960789_uff_E=671.36,-6.4
hur_model_ZINC20494681_uff_E=726.87,-6.4
hur_model_ZINC20494681_uff_E=726.87,-6.4
hur_model_ZINC12401625_uff_E=578.32,-6.4
hur_model_ZINC20504473_uff_E=638.31,-6.4
hur_model_ZINC20504479_uff_E=680.53,-6.4
hur_model_ZINC20504489_uff_E=752.23,-6.4
hur_model_ZINC20504489_uff_E=752.23,-6.4
hur_model_ZINC20504489_uff_E=752.23,-6.4
hur_model_ZINC20504489_uff_E=752.23,-6.4
hur_model_ZINC20504489_uff_E=752.23,-6.4
hur_model_ZINC20504495_uff_E=767.94,-6.4
hur_model_ZINC20504535_uff_E=838.31,-6.4
hur_model_ZINC20504535_uff_E=838.31,-6.4
hur_model_ZINC20504535_uff_E=838.31,-6.4
hur_model_ZINC20504551_uff_E=696.85,-6.4
hur_model_ZINC20504561_uff_E=728.92,-6.4
hur_model_ZINC20504561_uff_E=728.92,-6.4
hur_model_ZINC20504561_uff_E=728.92,-6.4
hur_model_ZINC20504563_uff_E=757.37,-6.4
hur_model_ZINC04261012_uff_E=1925.15,-6.4
hur_model_ZINC20504806_uff_E=956.18,-6.4
hur_model_ZINC20504806_uff_E=956.18,-6.4
hur_model_ZINC31154553_uff_E=700.97,-6.4
hur_model_ZINC31154553_uff_E=700.97,-6.4
hur_model_ZINC12530159_uff_E=507.02,-6.4
hur_model_ZINC12530159_uff_E=513.86,-6.4
hur_model_ZINC08779972_uff_E=448.19,-6.4
hur_model_ZINC00386495_uff_E=480.00,-6.4
hur_model_ZINC00386495_uff_E=480.00,-6.4
hur_model_ZINC12530177_uff_E=418.44,-6.4
hur_model_ZINC12530184_uff_E=546.08,-6.4
hur_model_ZINC12530184_uff_E=546.08,-6.4
hur_model_ZINC12530184_uff_E=546.08,-6.4
hur_model_ZINC12530184_uff_E=546.08,-6.4
hur_model_ZINC12530186_uff_E=806.74,-6.4
hur_model_ZINC12530194_uff_E=660.34,-6.4
hur_model_ZINC12530195_uff_E=485.23,-6.4
hur_model_ZINC12530195_uff_E=485.23,-6.4
hur_model_ZINC05027674_uff_E=546.25,-6.4
hur_model_ZINC05027674_uff_E=546.25,-6.4
hur_model_ZINC12602567_uff_E=676.55,-6.4
hur_model_ZINC12602756_uff_E=619.62,-6.4
hur_model_ZINC12530220_uff_E=474.08,-6.4
hur_model_ZINC49169094_uff_E=675.33,-6.4
hur_model_ZINC49169094_uff_E=675.33,-6.4
hur_model_ZINC12530226_uff_E=498.45,-6.4
hur_model_ZINC08442427_uff_E=834.14,-6.4
hur_model_ZINC08442427_uff_E=834.14,-6.4
hur_model_ZINC08442427_uff_E=834.14,-6.4
hur_model_ZINC12530226_uff_E=507.19,-6.4
hur_model_ZINC12530232_uff_E=1718.91,-6.4
hur_model_ZINC12530232_uff_E=1718.91,-6.4
hur_model_ZINC12530236_uff_E=950.19,-6.4
hur_model_ZINC12530237_uff_E=971.00,-6.4
hur_model_ZINC12530237_uff_E=971.00,-6.4
hur_model_ZINC12530243_uff_E=654.09,-6.4
hur_model_ZINC12530243_uff_E=654.09,-6.4
hur_model_ZINC12530248_uff_E=736.05,-6.4
hur_model_ZINC12530252_uff_E=634.71,-6.4
hur_model_ZINC12530252_uff_E=634.71,-6.4
hur_model_ZINC12530252_uff_E=634.71,-6.4
hur_model_ZINC12530263_uff_E=978.61,-6.4
hur_model_ZINC12530268_uff_E=992.13,-6.4
hur_model_ZINC12530269_uff_E=1049.24,-6.4
hur_model_ZINC12530269_uff_E=1049.24,-6.4
hur_model_ZINC12530274_uff_E=977.16,-6.4
hur_model_ZINC12530275_uff_E=527.34,-6.4
hur_model_ZINC12530281_uff_E=645.76,-6.4
hur_model_ZINC12530281_uff_E=645.76,-6.4
hur_model_ZINC12530281_uff_E=645.76,-6.4
hur_model_ZINC12530284_uff_E=590.34,-6.4
hur_model_ZINC01748598_uff_E=263.67,-6.4
hur_model_ZINC12530287_uff_E=799.78,-6.4
hur_model_ZINC12530287_uff_E=799.78,-6.4
hur_model_ZINC12530288_uff_E=546.91,-6.4
hur_model_ZINC12530291_uff_E=1010.52,-6.4
hur_model_ZINC12530291_uff_E=1010.52,-6.4
hur_model_ZINC18202748_uff_E=512.21,-6.4
hur_model_ZINC18202748_uff_E=512.21,-6.4
hur_model_ZINC12530310_uff_E=655.04,-6.4
hur_model_ZINC12530318_uff_E=1107.14,-6.4
hur_model_ZINC15240229_uff_E=823.41,-6.4
hur_model_ZINC12530339_uff_E=732.09,-6.4
hur_model_ZINC12530362_uff_E=492.85,-6.4
hur_model_ZINC72320664_uff_E=466.99,-6.4
hur_model_ZINC12375901_uff_E=204.56,-6.4
hur_model_ZINC12375901_uff_E=204.56,-6.4
hur_model_ZINC04112975_uff_E=884.10,-6.4
hur_model_ZINC04112975_uff_E=884.10,-6.4
hur_model_ZINC12481530_uff_E=558.83,-6.4
hur_model_ZINC12481530_uff_E=558.83,-6.4
hur_model_ZINC12481553_uff_E=606.78,-6.4
hur_model_ZINC12529955_uff_E=559.78,-6.4
hur_model_ZINC12530008_uff_E=505.29,-6.4
hur_model_ZINC12530008_uff_E=505.29,-6.4
hur_model_ZINC12530037_uff_E=539.70,-6.4
hur_model_ZINC12530068_uff_E=625.87,-6.4
hur_model_ZINC12530068_uff_E=625.87,-6.4
hur_model_ZINC12530068_uff_E=625.87,-6.4
hur_model_ZINC12530095_uff_E=618.31,-6.4
hur_model_ZINC12530095_uff_E=618.31,-6.4
hur_model_ZINC72320677_uff_E=706.35,-6.4
hur_model_ZINC72320677_uff_E=706.35,-6.4
hur_model_ZINC72320680_uff_E=1956.27,-6.4
hur_model_ZINC72320680_uff_E=1956.27,-6.4
hur_model_ZINC72320683_uff_E=753.97,-6.4
hur_model_ZINC72320687_uff_E=826.66,-6.4
hur_model_ZINC72320698_uff_E=875.56,-6.4
